"Canal15";"Canal14";"Canal2";"Canal1"
"un15";"un14";"uni2";"uni1"
"-0,147";"-1,563";"33,219";"32,242"
"-0,147";"-1,563";"33,219";"32,731"
"-0,147";"-1,661";"32,731";"32,731"
"0,000";"-1,563";"33,219";"32,731"
"-0,147";"-1,563";"32,731";"35,173"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,563";"33,219";"32,242"
"0,000";"-1,563";"33,219";"32,731"
"-0,147";"-1,563";"33,219";"32,731"
"-0,147";"-1,563";"33,219";"32,731"
"-0,147";"-1,563";"32,731";"35,173"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,661";"33,708";"32,242"
"-0,293";"-1,563";"33,219";"32,242"
"-0,147";"-1,563";"33,219";"32,731"
"-0,147";"-1,563";"33,219";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"-0,293";"-1,563";"32,731";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,661";"33,219";"31,265"
"-0,293";"-1,661";"32,731";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,661";"32,731";"32,731"
"-0,147";"-1,661";"32,731";"32,731"
"-0,147";"-1,661";"32,731";"32,731"
"0,000";"-1,759";"32,731";"32,242"
"-0,147";"-1,563";"33,219";"32,242"
"-0,147";"-1,759";"33,219";"32,242"
"0,293";"-1,759";"32,731";"32,731"
"0,440";"-1,563";"32,731";"32,731"
"0,147";"-1,563";"35,173";"32,731"
"0,000";"-1,563";"32,731";"31,754"
"0,000";"-1,563";"32,731";"32,242"
"0,000";"-1,563";"32,731";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,563";"33,219";"32,731"
"-0,147";"-1,466";"33,219";"32,731"
"-0,147";"-1,563";"33,219";"32,731"
"0,000";"-1,563";"32,731";"32,242"
"-0,147";"-1,563";"33,219";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,563";"33,219";"31,754"
"0,000";"-1,563";"33,219";"32,731"
"-0,147";"-1,563";"33,219";"32,242"
"-0,147";"-1,466";"33,219";"32,242"
"-0,293";"-1,563";"32,731";"31,265"
"0,000";"-1,661";"33,219";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,563";"32,731";"31,754"
"-0,293";"-1,563";"33,219";"32,731"
"-0,147";"-1,563";"33,219";"32,731"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,563";"32,242";"32,731"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"0,000";"-1,563";"32,731";"32,242"
"-0,147";"-1,563";"33,219";"32,731"
"-0,147";"-1,563";"33,219";"32,731"
"-0,147";"-1,563";"33,219";"32,731"
"-0,147";"-1,661";"33,219";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,563";"33,219";"32,242"
"0,000";"-1,563";"32,731";"32,242"
"-0,147";"-1,563";"33,219";"31,265"
"-0,147";"-1,661";"33,219";"32,242"
"-0,147";"-1,466";"33,219";"32,731"
"-0,147";"-1,661";"34,196";"32,731"
"-0,147";"-1,563";"32,731";"31,754"
"-0,147";"-1,563";"33,219";"32,242"
"-0,147";"-1,661";"32,731";"32,242"
"-0,147";"-1,563";"33,219";"32,242"
"-0,293";"-1,466";"33,219";"32,731"
"-0,147";"-1,661";"32,731";"32,242"
"-0,147";"-1,661";"32,731";"32,731"
"-0,147";"-1,466";"32,242";"32,242"
"-0,147";"-1,563";"32,731";"31,754"
"-0,147";"-1,661";"32,731";"32,242"
"-0,293";"-1,563";"32,731";"32,731"
"-0,147";"-1,563";"31,754";"32,242"
"-0,147";"-1,661";"33,219";"32,731"
"-0,147";"-1,466";"33,219";"32,242"
"-0,147";"-1,563";"33,219";"32,242"
"-0,147";"-1,661";"36,150";"32,731"
"-0,147";"-1,563";"32,731";"31,754"
"-0,147";"-1,563";"33,219";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,563";"33,708";"32,242"
"-0,293";"-1,563";"33,219";"32,731"
"-0,147";"-1,661";"33,219";"32,731"
"-0,147";"-1,563";"33,219";"32,731"
"-0,147";"-1,563";"32,731";"32,242"
"0,000";"-1,661";"32,731";"32,242"
"-0,147";"-1,466";"32,731";"32,242"
"-0,147";"-1,563";"32,731";"32,731"
"0,000";"-1,563";"33,219";"32,242"
"-0,147";"-1,563";"33,219";"32,731"
"0,000";"-1,563";"33,219";"32,731"
"-0,147";"-1,661";"33,219";"32,731"
"-0,147";"-1,466";"32,731";"32,731"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,661";"32,731";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,563";"33,219";"32,242"
"-0,147";"-1,563";"32,731";"32,731"
"0,000";"-1,661";"33,219";"32,731"
"-0,147";"-1,563";"33,219";"32,731"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,563";"32,731";"31,754"
"-0,147";"-1,466";"32,731";"32,242"
"-0,147";"-1,661";"32,731";"32,242"
"-0,293";"-1,466";"33,219";"32,242"
"-0,293";"-1,563";"33,219";"32,731"
"-0,147";"-1,563";"33,219";"32,731"
"-0,147";"-1,563";"33,219";"32,731"
"0,000";"-1,466";"32,731";"32,731"
"-0,147";"-1,661";"32,731";"32,242"
"-0,147";"-1,466";"32,731";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,563";"33,219";"31,754"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,563";"33,219";"33,219"
"-0,147";"-1,563";"33,219";"32,731"
"0,000";"-1,563";"32,731";"32,242"
"0,000";"-1,563";"32,731";"32,242"
"-0,293";"-1,563";"32,731";"32,242"
"-0,147";"-1,563";"33,219";"32,242"
"-0,147";"-1,563";"33,219";"31,265"
"-0,147";"-1,563";"33,219";"32,731"
"-0,147";"-1,466";"33,219";"32,731"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,661";"32,731";"31,754"
"-0,147";"-1,661";"33,219";"31,754"
"0,000";"-1,563";"33,219";"32,242"
"-0,147";"-1,563";"33,219";"32,731"
"-0,147";"-1,661";"33,219";"32,242"
"-0,147";"-1,661";"32,242";"34,196"
"-0,147";"-1,563";"32,731";"32,242"
"0,000";"-1,563";"32,731";"32,242"
"-0,147";"-1,661";"32,731";"32,242"
"0,000";"-1,661";"33,219";"32,242"
"-0,147";"-1,466";"33,219";"32,731"
"-0,147";"-1,563";"33,219";"32,731"
"-0,147";"-1,563";"33,219";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"0,000";"-1,466";"32,731";"32,242"
"0,000";"-1,466";"32,731";"32,242"
"-0,147";"-1,856";"33,708";"32,242"
"-0,293";"-1,368";"33,219";"32,242"
"-0,147";"-1,466";"33,219";"32,731"
"-0,147";"-1,759";"33,219";"32,242"
"-0,147";"-1,466";"32,731";"32,731"
"-0,147";"-1,466";"32,731";"31,754"
"-0,147";"-1,661";"33,219";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,563";"33,708";"32,242"
"-0,147";"-1,661";"33,219";"32,242"
"0,147";"-1,563";"33,219";"32,731"
"0,440";"-1,563";"33,219";"32,731"
"0,147";"-1,759";"32,242";"32,731"
"0,000";"-1,563";"32,731";"32,242"
"-0,147";"-1,661";"32,731";"32,242"
"-0,147";"-1,661";"33,219";"32,242"
"0,000";"-1,563";"32,731";"32,242"
"-0,293";"-1,563";"33,219";"32,731"
"-0,147";"-1,661";"33,219";"32,731"
"-0,147";"-1,563";"32,731";"32,731"
"-0,147";"-1,563";"32,242";"32,731"
"-0,147";"-1,661";"32,731";"32,731"
"-0,147";"-1,759";"32,731";"32,242"
"0,000";"-1,563";"32,731";"32,242"
"-0,147";"-1,661";"33,219";"32,242"
"-0,147";"-1,661";"33,219";"33,219"
"-0,293";"-1,563";"32,731";"32,242"
"-0,147";"-1,661";"32,731";"32,242"
"0,000";"-1,759";"36,150";"32,242"
"-0,147";"-1,563";"32,731";"31,754"
"-0,147";"-1,661";"32,731";"32,242"
"-0,293";"-1,759";"32,731";"31,754"
"-0,147";"-1,661";"31,754";"32,242"
"-0,147";"-1,563";"32,731";"31,754"
"-0,147";"-1,661";"33,219";"32,731"
"-0,147";"-1,661";"32,731";"32,731"
"-0,147";"-1,661";"33,219";"32,242"
"-0,147";"-1,661";"32,731";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,759";"32,731";"32,242"
"-0,147";"-1,661";"32,731";"32,242"
"-0,147";"-1,466";"32,731";"32,242"
"-0,147";"-1,759";"32,731";"32,242"
"-0,147";"-1,661";"33,219";"32,731"
"-0,147";"-1,563";"33,219";"32,242"
"-0,147";"-1,661";"32,731";"32,242"
"-0,147";"-1,661";"32,731";"31,754"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,563";"32,731";"31,754"
"-0,147";"-1,759";"32,242";"32,242"
"-0,440";"-1,661";"33,219";"32,242"
"-0,147";"-1,759";"33,219";"32,242"
"-0,147";"-1,466";"33,219";"32,731"
"-0,147";"-1,563";"33,708";"32,242"
"-0,147";"-1,954";"32,731";"35,173"
"0,000";"-1,466";"32,731";"32,242"
"0,000";"-1,563";"32,731";"32,242"
"0,000";"-1,661";"32,731";"32,242"
"-0,147";"-1,563";"33,219";"32,242"
"-0,293";"-1,466";"33,219";"32,731"
"-0,293";"-1,563";"32,731";"32,731"
"0,147";"-1,661";"33,219";"32,731"
"0,440";"-1,563";"33,219";"32,242"
"0,293";"-1,563";"32,731";"32,731"
"-0,147";"-1,661";"33,219";"32,731"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"0,000";"-1,661";"32,242";"32,242"
"-0,147";"-1,661";"33,219";"30,288"
"-0,147";"-1,661";"33,219";"32,731"
"-0,147";"-1,563";"33,219";"32,242"
"-0,147";"-1,661";"32,731";"32,242"
"-0,293";"-1,759";"32,242";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,466";"32,731";"32,242"
"-0,147";"-1,759";"32,731";"32,242"
"-0,147";"-1,661";"33,219";"32,242"
"-0,293";"-1,661";"33,219";"32,731"
"-0,147";"-1,563";"33,219";"32,242"
"-0,147";"-1,563";"33,219";"32,242"
"-0,147";"-1,856";"32,731";"32,242"
"-0,147";"-1,466";"32,731";"33,219"
"-0,147";"-1,563";"32,731";"31,754"
"-0,147";"-1,856";"32,731";"32,242"
"-0,147";"-1,466";"32,731";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,661";"33,219";"32,731"
"-0,147";"-1,563";"33,219";"32,731"
"-0,293";"-1,661";"33,219";"32,242"
"-0,293";"-1,661";"32,731";"32,731"
"0,000";"-1,563";"32,731";"31,265"
"-0,147";"-1,661";"32,731";"32,242"
"-0,147";"-1,661";"32,731";"32,242"
"-0,147";"-1,661";"32,731";"32,242"
"-0,293";"-1,466";"32,731";"32,242"
"-0,147";"-1,661";"33,219";"32,731"
"-0,147";"-1,661";"33,219";"32,731"
"0,000";"-1,661";"33,219";"32,731"
"-0,147";"-1,661";"32,731";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"0,000";"-1,759";"32,731";"32,242"
"-0,147";"-1,661";"32,731";"32,242"
"-0,147";"-1,466";"31,754";"32,242"
"-0,147";"-1,759";"33,219";"31,754"
"0,000";"-1,661";"33,219";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"0,000";"-1,661";"32,731";"32,731"
"-0,147";"-1,661";"32,242";"32,731"
"-0,147";"-1,661";"32,731";"31,754"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,661";"32,731";"32,242"
"-0,147";"-1,661";"31,754";"32,242"
"-0,147";"-1,661";"33,219";"31,265"
"-0,147";"-1,759";"32,731";"32,242"
"-0,147";"-1,466";"32,731";"32,731"
"-0,147";"-1,759";"32,731";"32,242"
"0,000";"-1,759";"32,731";"32,731"
"-0,147";"-1,368";"32,731";"31,754"
"-0,147";"-1,856";"32,731";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,759";"33,219";"30,777"
"-0,147";"-1,466";"33,219";"32,731"
"-0,293";"-1,759";"33,219";"32,242"
"-0,147";"-1,661";"32,731";"32,242"
"-0,147";"-1,466";"32,731";"32,731"
"-0,147";"-1,759";"32,731";"31,754"
"-0,147";"-1,661";"32,731";"32,242"
"-0,147";"-1,563";"32,731";"32,731"
"-0,147";"-1,563";"31,754";"32,242"
"0,000";"-1,661";"33,219";"31,754"
"-0,293";"-1,661";"33,219";"32,731"
"-0,147";"-1,661";"33,219";"32,242"
"-0,147";"-1,661";"32,731";"32,242"
"-0,147";"-1,563";"32,731";"32,731"
"-0,147";"-1,759";"32,731";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,661";"32,731";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"-0,293";"-1,661";"33,219";"32,731"
"0,000";"-1,661";"33,219";"32,731"
"-0,147";"-1,661";"33,219";"32,242"
"-0,147";"-1,563";"33,219";"32,731"
"-0,147";"-1,661";"32,731";"33,219"
"-0,147";"-1,661";"32,731";"31,754"
"0,000";"-1,563";"32,731";"32,242"
"0,440";"-1,563";"32,731";"32,731"
"0,293";"-1,661";"32,731";"32,242"
"0,000";"-1,661";"33,219";"32,242"
"-0,147";"-1,661";"33,219";"32,242"
"-0,147";"-1,563";"33,219";"32,242"
"0,000";"-1,759";"32,242";"32,242"
"-0,147";"-1,661";"32,731";"32,242"
"-0,147";"-1,563";"33,219";"32,242"
"-0,147";"-1,759";"32,731";"32,242"
"-0,147";"-1,661";"32,242";"32,242"
"-0,147";"-1,466";"33,219";"31,265"
"-0,293";"-1,759";"33,219";"32,242"
"-0,147";"-1,759";"32,731";"32,731"
"-0,147";"-1,466";"32,731";"32,731"
"-0,147";"-1,661";"32,242";"32,731"
"-0,147";"-1,661";"32,731";"31,754"
"-0,147";"-1,563";"33,219";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,661";"33,219";"32,731"
"-0,147";"-1,563";"33,219";"32,242"
"-0,147";"-1,563";"33,219";"32,242"
"-0,147";"-1,563";"33,219";"32,242"
"-0,147";"-1,563";"33,219";"32,731"
"-0,147";"-1,661";"33,219";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,759";"32,731";"32,242"
"-0,147";"-1,466";"32,731";"32,242"
"0,000";"-1,563";"33,708";"32,242"
"-0,147";"-1,661";"33,219";"31,265"
"-0,147";"-1,466";"33,219";"32,242"
"-0,147";"-1,563";"33,219";"32,242"
"-0,147";"-1,563";"33,219";"32,242"
"-0,147";"-1,563";"33,219";"32,731"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,661";"32,731";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,661";"33,219";"31,754"
"0,000";"-1,563";"33,219";"32,731"
"-0,147";"-1,563";"32,731";"32,731"
"-0,440";"-1,563";"33,219";"32,242"
"-0,293";"-1,661";"32,242";"32,242"
"-0,147";"-1,563";"32,731";"31,265"
"-0,147";"-1,563";"32,731";"31,754"
"-0,293";"-1,661";"32,731";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,466";"33,219";"32,242"
"0,000";"-1,661";"32,731";"32,731"
"0,000";"-1,661";"33,219";"32,731"
"-0,147";"-1,466";"33,219";"32,242"
"-0,147";"-1,661";"33,219";"32,731"
"-0,147";"-1,563";"35,173";"32,242"
"-0,147";"-1,563";"32,731";"33,219"
"-0,147";"-1,661";"32,731";"31,754"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,563";"33,708";"32,242"
"0,000";"-1,661";"33,219";"30,777"
"-0,147";"-1,563";"33,219";"32,731"
"-0,293";"-1,563";"33,219";"32,731"
"0,000";"-1,661";"32,731";"32,731"
"0,440";"-1,661";"32,242";"32,242"
"0,440";"-1,661";"32,731";"31,754"
"0,000";"-1,661";"32,731";"31,754"
"-0,147";"-1,661";"32,731";"31,754"
"-0,147";"-1,661";"32,731";"31,754"
"0,000";"-1,563";"33,219";"32,242"
"0,000";"-1,563";"33,219";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,856";"33,219";"32,731"
"-0,147";"-1,466";"32,731";"32,242"
"0,000";"-1,563";"32,731";"32,731"
"-0,147";"-1,759";"32,731";"31,754"
"-0,147";"-1,563";"33,219";"32,242"
"0,000";"-1,466";"32,731";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"-0,293";"-1,563";"32,731";"32,242"
"0,000";"-1,563";"33,219";"32,242"
"-0,147";"-1,563";"33,219";"32,242"
"-0,147";"-1,563";"33,219";"32,242"
"-0,147";"-1,563";"33,219";"32,731"
"-0,147";"-1,661";"34,196";"32,731"
"-0,147";"-1,563";"32,731";"35,173"
"-0,147";"-1,563";"33,219";"32,242"
"-0,147";"-1,661";"32,731";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,661";"33,219";"31,265"
"-0,147";"-1,563";"32,731";"32,731"
"-0,147";"-1,563";"33,219";"32,242"
"-0,147";"-1,563";"32,731";"32,731"
"-0,147";"-1,563";"33,219";"32,242"
"-0,147";"-1,563";"32,731";"34,685"
"0,000";"-1,661";"32,731";"32,242"
"0,000";"-1,466";"33,219";"32,242"
"-0,147";"-1,563";"33,219";"31,754"
"-0,147";"-1,563";"33,219";"32,242"
"-0,147";"-1,563";"33,219";"32,242"
"-0,147";"-1,466";"33,708";"32,731"
"-0,147";"-1,661";"33,219";"32,731"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,563";"33,708";"32,731"
"-0,147";"-1,661";"32,731";"32,242"
"-0,147";"-1,563";"32,731";"31,754"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,661";"32,731";"32,242"
"-0,147";"-1,466";"31,265";"32,242"
"-0,147";"-1,563";"33,219";"31,265"
"-0,147";"-1,563";"33,219";"32,731"
"-0,147";"-1,563";"33,219";"32,731"
"-0,147";"-1,563";"33,219";"32,731"
"0,000";"-1,563";"34,685";"32,242"
"-0,147";"-1,563";"33,219";"32,242"
"-0,147";"-1,661";"33,219";"32,242"
"0,000";"-1,563";"33,219";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"-0,440";"-1,661";"33,219";"32,242"
"-0,293";"-1,466";"33,219";"32,242"
"-0,147";"-1,563";"33,219";"32,731"
"-0,293";"-1,661";"33,219";"32,242"
"-0,147";"-1,563";"33,219";"32,731"
"-0,147";"-1,759";"32,731";"32,731"
"-0,147";"-1,759";"32,731";"31,754"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,661";"32,731";"32,242"
"-0,147";"-1,759";"32,731";"32,242"
"-0,293";"-1,563";"33,219";"32,242"
"-0,147";"-1,661";"33,219";"32,731"
"0,000";"-1,759";"33,219";"32,731"
"-0,147";"-1,563";"33,708";"32,731"
"-0,147";"-1,661";"34,196";"32,242"
"-0,147";"-1,661";"32,731";"32,731"
"0,440";"-1,563";"32,731";"31,754"
"0,293";"-1,563";"32,731";"31,754"
"0,000";"-1,563";"32,731";"32,242"
"-0,147";"-1,661";"32,242";"32,242"
"-0,293";"-1,563";"33,219";"31,265"
"0,000";"-1,563";"33,219";"32,731"
"0,000";"-1,661";"33,219";"32,731"
"-0,293";"-1,563";"32,731";"32,731"
"-0,147";"-1,661";"34,196";"32,242"
"-0,440";"-1,661";"32,731";"34,685"
"-0,147";"-1,563";"32,731";"31,754"
"-0,147";"-1,661";"33,219";"32,731"
"-0,147";"-1,661";"32,731";"32,242"
"0,000";"-1,563";"33,219";"32,242"
"-0,440";"-1,661";"33,219";"32,242"
"-0,147";"-1,661";"33,219";"32,242"
"-0,147";"-1,563";"32,731";"32,731"
"-0,147";"-1,563";"33,219";"32,731"
"-0,147";"-1,759";"32,731";"32,242"
"-0,293";"-1,563";"32,731";"31,754"
"-0,147";"-1,563";"33,219";"32,242"
"-0,147";"-1,759";"32,731";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,466";"33,219";"32,242"
"-0,293";"-1,759";"33,219";"33,219"
"-0,147";"-1,661";"33,219";"32,242"
"-0,147";"-1,563";"33,219";"32,731"
"-0,147";"-1,661";"32,731";"32,731"
"-0,147";"-1,661";"32,731";"32,731"
"-0,147";"-1,563";"32,731";"31,754"
"-0,147";"-1,466";"33,219";"31,754"
"-0,147";"-1,856";"32,731";"32,242"
"-0,147";"-1,759";"32,731";"31,754"
"-0,147";"-1,368";"33,219";"32,242"
"-0,293";"-1,759";"33,219";"32,242"
"-0,147";"-1,759";"32,731";"32,731"
"-0,147";"-1,563";"32,731";"32,731"
"-0,147";"-1,759";"33,219";"32,242"
"0,000";"-1,563";"32,731";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,661";"32,731";"32,242"
"0,000";"-1,661";"32,731";"32,242"
"0,000";"-1,466";"32,731";"32,242"
"0,000";"-1,563";"32,731";"32,242"
"-0,147";"-1,759";"33,708";"32,242"
"-0,293";"-1,466";"33,219";"32,731"
"-0,147";"-1,466";"33,219";"32,242"
"0,000";"-1,759";"33,219";"32,731"
"0,000";"-1,563";"33,219";"32,731"
"-0,147";"-1,563";"32,731";"32,731"
"-0,293";"-1,661";"33,219";"32,731"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"0,000";"-1,563";"32,731";"32,242"
"0,000";"-1,563";"33,219";"32,242"
"-0,293";"-1,563";"33,219";"31,754"
"-0,147";"-1,563";"32,731";"32,731"
"-0,147";"-1,661";"33,219";"32,731"
"0,000";"-1,563";"33,219";"32,242"
"-0,147";"-1,466";"34,196";"32,731"
"-0,147";"-1,661";"32,731";"32,242"
"0,000";"-1,563";"32,731";"32,242"
"-0,147";"-1,466";"32,731";"32,242"
"-0,147";"-1,661";"32,731";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,563";"31,265";"32,242"
"-0,293";"-1,661";"33,219";"32,242"
"-0,293";"-1,563";"33,219";"32,731"
"-0,147";"-1,759";"33,219";"32,242"
"-0,147";"-1,661";"33,219";"32,242"
"-0,147";"-1,466";"32,731";"32,242"
"-0,147";"-1,661";"32,731";"32,242"
"-0,293";"-1,759";"32,731";"31,754"
"0,000";"-1,466";"32,731";"32,242"
"-0,147";"-1,759";"32,731";"32,242"
"-0,147";"-1,661";"32,731";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"-0,293";"-1,661";"33,219";"32,731"
"-0,147";"-1,661";"33,219";"32,731"
"0,000";"-1,563";"33,219";"32,731"
"-0,147";"-1,661";"33,219";"32,731"
"0,000";"-1,661";"32,731";"32,242"
"0,440";"-1,661";"32,731";"31,754"
"0,440";"-1,563";"32,731";"32,242"
"0,147";"-1,661";"32,731";"32,242"
"-0,147";"-1,661";"32,731";"32,242"
"-0,147";"-1,563";"32,731";"32,731"
"-0,147";"-1,466";"33,219";"32,242"
"0,000";"-1,661";"33,219";"30,777"
"-0,147";"-1,563";"33,219";"32,731"
"-0,147";"-1,563";"33,219";"32,731"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,563";"32,731";"32,731"
"-0,147";"-1,563";"32,242";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,563";"32,731";"31,754"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,563";"33,219";"32,242"
"-0,147";"-1,661";"32,731";"32,242"
"0,000";"-1,563";"33,219";"32,731"
"-0,147";"-1,466";"32,731";"32,731"
"-0,147";"-1,563";"33,219";"32,731"
"-0,147";"-1,661";"33,219";"32,242"
"-0,147";"-1,466";"32,242";"32,731"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,661";"32,731";"31,754"
"-0,147";"-1,466";"32,731";"32,242"
"-0,293";"-1,661";"32,731";"32,242"
"-0,147";"-1,563";"33,219";"31,754"
"0,000";"-1,563";"33,219";"32,731"
"-0,147";"-1,661";"33,219";"32,731"
"-0,147";"-1,563";"33,219";"32,731"
"-0,293";"-1,466";"32,731";"32,242"
"-0,147";"-1,661";"32,731";"32,731"
"-0,147";"-1,661";"33,219";"32,731"
"-0,147";"-1,466";"32,731";"31,754"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,661";"32,731";"31,754"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,563";"33,219";"32,242"
"-0,293";"-1,563";"33,219";"32,731"
"-0,147";"-1,661";"33,219";"32,731"
"-0,147";"-1,563";"33,219";"32,242"
"-0,147";"-1,563";"33,219";"32,731"
"-0,147";"-1,563";"32,731";"32,242"
"0,000";"-1,563";"32,731";"31,754"
"-0,147";"-1,563";"33,219";"32,242"
"-0,147";"-1,661";"32,731";"32,242"
"-0,147";"-1,563";"32,731";"31,754"
"-0,147";"-1,563";"33,219";"32,242"
"-0,147";"-1,661";"33,219";"32,731"
"-0,147";"-1,661";"33,219";"32,731"
"-0,147";"-1,466";"33,219";"32,242"
"0,000";"-1,661";"32,731";"32,242"
"-0,147";"-1,563";"34,196";"32,242"
"-0,147";"-1,563";"32,731";"35,173"
"-0,147";"-1,563";"32,731";"31,754"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,563";"32,731";"32,731"
"-0,293";"-1,563";"33,219";"32,242"
"-0,147";"-1,563";"33,219";"32,242"
"-0,147";"-1,563";"33,219";"32,731"
"-0,147";"-1,563";"33,219";"32,731"
"-0,293";"-1,563";"32,731";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"0,000";"-1,563";"32,731";"31,754"
"-0,147";"-1,466";"32,731";"32,242"
"0,000";"-1,563";"32,731";"32,242"
"-0,147";"-1,563";"32,731";"32,242"
"-0,147";"-1,563";"33,708";"32,242"
"-0,147";"-1,466";"33,219";"33,219"
"0,000";"-1,563";"33,219";"32,731"
"-0,147";"-1,368";"33,219";"32,731"
"-0,147";"-1,466";"33,219";"32,731"
"-0,147";"-1,466";"32,731";"32,731"
"0,000";"-1,466";"32,731";"31,754"
"0,000";"-1,563";"32,731";"32,242"
"-0,147";"-1,466";"32,731";"32,242"
"0,000";"-1,466";"32,731";"32,242"
"-0,147";"-1,563";"33,708";"32,242"
"-0,147";"-1,368";"33,219";"32,242"
"0,000";"-1,466";"33,219";"32,731"
"-0,147";"-1,466";"33,219";"32,731"
"-0,147";"-1,466";"33,219";"32,731"
"-0,147";"-1,466";"34,196";"32,731"
"0,000";"-1,563";"32,731";"35,173"
"-0,147";"-1,563";"33,219";"31,754"
"0,000";"-1,466";"33,219";"32,242"
"-0,147";"-1,466";"32,731";"32,731"
"-0,147";"-1,466";"33,219";"32,242"
"-0,147";"-1,466";"33,219";"32,731"
"-0,147";"-1,368";"33,219";"32,731"
"0,000";"-1,466";"33,219";"32,731"
"-0,147";"-1,563";"33,219";"32,731"
